name;energy;fat;carb;protein;alcohol;iron;salt;vitaminc
Funnel Chanterelle Soup, Cream;410;8.1;2.8;2.0;0;0.5;786.7;1.3
Garden Cress;114;1.4;0.7;1.4;0;1.0;35.7;59.0
Garden Lettuce;48;0.1;1.0;0.9;0;0.7;58.6;2.7
Gin And Grapefruit Drink, 5.5% Volume;210;0;5.0;0;4.3;0.1;5.1;0
Gin And Grapefruit Drink, Light, 4.7% Volume;111;0;0.2;0;3.7;0.1;5.1;0
Ginger, Pickled;219;0.4;10.5;1.0;0;0.3;2977.2;2.7
Gingerbread Cake;1819;24.4;46.1;6.6;0;0.8;888.4;0.1
Gingerbread Dough, Home-Made;1718;17.9;54.5;6.3;0;0.8;796.8;0.1
Gingerbread Dough, Industrial;1753;15.5;63.9;4.6;0;0.9;369.8;0.1
Ginger Root, Raw;343;0.8;15.8;1.8;0;0.6;33.1;5.0
Ginger Tea, Ginger Drink, Homemade;16;0.1;0.7;0.1;0;0.1;4.5;0.1
Gin Tonic;248;0;7.8;0;4.0;0.1;9.0;0
Glucose Syrup, Partly Refined, Starchy;1326;0;78.0;0;0;0.1;9.4;0
Gooseberry;167;0.4;5.4;0.9;0;0.4;0.5;30.0
Goutweed, Ground Elder, Herb Gerard, Leaf;169;0.3;1.1;3.9;0;2.0;2.0;80.0
Graham Berry Porridge, Lingonberry;293;0.4;13.3;1.9;0;0.6;194.2;1.0
Graham Gruel, Milk, Salt;284;1.7;8.6;3.9;0;0.3;621.3;1.1
Graham Porridge, Water, Salt;255;0.4;10.9;2.3;0;0.7;451.0;0
Grapefruit, Without Skin;147;0.3;6.5;0.6;0;0.1;5.1;33.0
Grapefruit Juice, Unsweetened, Vitamin C;175;0.2;9.0;0.6;0;0.1;35.7;34.0
Grapefruit Pink/Red, Without Skin;148;0.1;6.9;0.8;0;0.1;0;31.2
Grape Juice, Unsweetened;265;0;14.0;1.0;0;1.0;12.7;30.0
Grape Leaves, Canned;101;0;0.2;3.6;0;2.3;5631.1;15.0
Grape Leaves, Stuffed With Rice, Dolma;1277;21.4;22.6;4.0;0;1.4;2212.1;10.4
Greek Salad, Feta Cheese Salad, Oil-Based Dressing;421;8.9;1.7;2.6;0;0.4;1440.6;6.2
Greek Salad Without Dressing;307;5.8;1.7;2.7;0;0.4;1477.5;6.5
Groat Sausage, Fried;1228;17.5;21.5;8.5;0;2.8;1983.0;0.9
Groat Sausage, Fried Without Fat;1125;14.0;22.5;8.9;0;3.0;2053.8;1.0
Hake, Fried;520;5.7;0.1;18.2;0;0.1;406.8;0.1
Halva Made With Sesame Seeds And Sugar;1703;22.5;30.6;16.4;0;6.4;46.5;0
Ham, Cooked, 2% Fat;450;2.0;0.1;22.0;0;0.4;1997.6;0
Ham, Cooked Ham, 3% Fat;421;3.0;0.6;17.6;0;0.6;2048.6;0
Ham, Cooked Ham, Low-Fat, 3% Fat;417;3.1;0.2;17.6;0;0.6;2293.2;0
Ham And Cheese Pie, Shortcrust Pastry;1389;18.9;30.1;9.8;0;1.4;549.0;12.1
Ham And Mashed Potato Casserole, Saarioinen;437;4.9;10.0;4.6;0;0.6;1091.1;4.5
Ham And Pineapple Pasta Casserole, Kokkikartano;603;7.0;12.8;6.5;0;0.7;688.7;2.2
Ham And Potato Casserole, Cooking Cream;497;6.9;8.3;4.8;0;0.6;965.1;4.0
Ham And Potato Casserole, Kokkikartano Snellman;537;6.7;12.4;3.7;0;0.6;903.7;4.2
Hamburger, Atria;1078;9.7;29.9;11.7;0;1.1;1019.8;0
Hamburger, Baconburger;874;12.9;13.2;10.7;0;1.2;923.9;2.2
Hamburger, Beef And Wheat Roll, Mcdonald'S;981;9.3;25.4;13.5;0;1.6;1206.5;1.8
Hamburger, Beef And Wheat Roll With Crushed Grain;987;13.5;14.7;13.2;0;1.8;1156.9;2.5
Hamburger, Cheese Burger, Mcdonald'S;1035;11.6;22.6;14.4;0;1.4;1325.6;1.6
Hamburger, Chicken Burger, Mcdonald'S;1130;12.6;29.4;11.1;0;0.7;877.4;0.6
Hamburger, Double Burger, Big Mac, Mcdonald'S;1016;13.4;18.1;13.3;0;1.3;975.8;2.1
Hamburger, Double Cheese Burger, Mcdonald'S;1120;15.1;16.3;17.6;0;1.6;1404.6;1.1
Hamburger, Double Whopper, Burger King;996;14.2;11.5;17.0;0;1.9;979.7;2.0
Hamburger, Hk;1059;7.8;32.3;12.3;0;1.0;1144.2;0
Hamburger, Whopper, Burger King;912;12.0;16.1;12.4;0;1.3;911.0;3.1
Hamburger With Beef And Rye Bread;764;9.6;13.9;8.7;0;1.3;716.0;4.0
Hamburger With Cheese, Lidl;1298;16.4;25.6;13.0;0;0.6;1301.4;0.2
Ham Gravy;364;5.0;2.8;7.7;0;0.3;966.7;0.1
Ham Gravy, Cooking Cream;579;9.7;2.1;9.5;0;0.4;1492.5;1.2
Ham Gravy With Fat-Free Milk;478;6.1;6.8;7.8;0;0.4;737.7;0.9
Ham Gravy With Low-Fat Milk;512;7.1;6.8;7.7;0;0.4;732.4;0.8
Ham Gravy With Tomato;230;2.6;0.9;6.9;0;0.3;884.5;1.8
Ham Gravy With Whole Milk;563;8.5;6.8;7.7;0;0.4;737.7;0.7
Ham Pasta;490;4.6;11.6;6.2;0;0.9;949.5;0.6
Ham Pie, Shortcrust Pastry;1018;17.5;10.0;10.7;0;0.6;792.3;23.0
Ham Vegetable Gravy, Milk, Creme Fraiche;715;13.0;3.4;9.7;0;0.7;1675.9;17.2
Hard-Boiled Egg And Cottage Cheese Mixture;713;13.0;1.2;12.4;0;0.9;1607.7;0.1
Hard Margarine  80%, Sunnuntai, For Baking;2976;80.2;0.5;0;0;0.1;1000.1;0
Hare, Grilled/Fried;963;12.8;0.1;28.7;0;2.5;1015.5;0.1
Härkis, Broad Bean Product;877;9.0;13.1;17.0;0;1.9;1484.6;13.3
Härkis Bolognese;455;6.2;6.4;5.7;0;0.7;867.3;9.7
Härkis Cutlet, Verso Food;830;10.1;11.5;11.0;0;1.2;891.9;21.0
Härkis Noodle Wok;522;5.5;12.7;4.8;0;1.1;1038.5;31.4
Härkis Vegetable Wok, Wok-Vegetables;676;7.8;14.2;6.6;0;1.1;989.7;32.5
Hazelnut Drink, Added Vitamins;118;1.5;3.1;0.3;0;0.1;127.0;0
Hemp Seed, Whole;1902;32.9;2.7;24.6;0;13.0;30.6;0.5
Hemp Seed, Without Hull;2616;53.6;2.4;33.0;0;11.3;30.6;0.5
Herb Spread, Cream Cheese, Margarine, Garlic;1589;40.1;2.9;2.4;0;0.2;1077.0;4.4
Herring, Pickled, Canned;966;13.0;18.0;10.5;0;1.7;4207.0;0
Herring In Garlic Or Mustard Sauce;1162;17.8;16.0;13.5;0;1.3;3498.4;0
Hollandaise Sauce;2376;60.7;3.0;4.4;0;1.4;573.5;1.4
Hollandaise Sauce Made Of Hollandaise Sauce Mix;643;14.2;6.0;0.8;0;0.1;826.8;0.1
Hollandaise Sauce Mix;2211;37.6;42.9;5.3;0;0.5;4811.2;0.5
Honeydew Melon, Without Skin;155;0.1;7.8;0.6;0;0.1;81.5;9.0
Honeydew Melon With Skin;77;0.1;3.9;0.3;0;0.1;40.8;4.5
Horn Of Plenty, Dried;1211;11.2;12.0;17.0;0;2.9;74.7;
Horseradish;375;0.3;14.1;3.9;0;2.0;20.4;166.0
Hotdog, Atria/Pirkka;1154;11.2;33.4;9.3;0;0.7;1323.1;0
Hp-Sauce, Brown Sauce;455;0;25.2;0.3;0;3.1;2497.0;1.4
Hummus, Chick Pea Paste;671;9.1;11.5;6.0;0;2.2;863.5;5.4
Iceberg Lettuce;54;0.2;1.0;1.1;0;0.7;53.5;7.0
Ice Cream, Cream Based;768;11.0;17.3;3.9;0;0.1;112.1;1.3
Ice Cream Bar, Caramel And Chocolate Topping;1248;18.5;28.3;4.7;0;0.6;144.9;0.9
Ice Cream Bar, Vegetable Fat, Chocolate Coated;941;11.5;25.9;4.7;0;0.1;280.9;1.0
Ice Cream With Biscuit, Cream Based, Puffet;1132;10.5;38.5;4.7;0;0.3;271.1;0.8
Icing;1430;0;84.1;0;0;0.1;0.6;0
Indian Potato Stew, Bombay Potatoes;330;4.0;8.5;1.3;0;0.7;475.0;5.2
Indian Yoghurt Sauce, Cucumber Raita;201;3.3;2.6;1.6;0;0.1;375.1;3.6
Instant Coffee, Powder;302;0.5;4.5;12.2;0;4.4;94.3;0
Irish Coffee, 8% Volume;457;3.2;5.4;0.4;8.2;0.1;6.7;0.1
Italian Stew;421;3.3;9.7;7.7;0;1.4;521.2;2.5
Italian Stew With Beef Mince;616;7.8;9.7;9.4;0;1.4;694.3;2.5
Italian Stew With Pork Beef Mince;584;7.8;9.7;7.3;0;1.0;516.5;2.5
Jaffa Cake;1552;7.8;66.4;6.7;0;1.8;526.7;4.2
Jaffa Cake, Orange, Lu;1688;10.2;71.0;5.0;0;1.2;322.0;1.4
Jam, Sweetened With Fructose;605;0.3;33.5;0.1;0;0.2;96.8;2.0
Jam Pie, Basic Sweet Dough, Fat-Free Milk;1249;5.5;52.5;7.8;0;0.7;287.4;0.5
Jam Pie, Basic Sweet Dough, Low-Fat Milk;1273;5.8;53.1;7.9;0;0.7;289.5;0.4
Jelly Candy, Fruit Jelly;1295;0.1;75.0;0.1;0;0.3;183.5;1.0
Jerusalem Artichoke;218;0.1;2.9;1.8;0;0.2;12.5;4.7
Juice, Unsweetened, Vitamin C, Vitamin D, Probiotics;208;0.2;10.9;0.5;0;0.4;8.5;40.0
Juice Drink, Fruit, Berry, Fibre, Contains Sugar;201;0.1;10.8;0.3;0;0.1;8.1;19.8
Juice Drink, Gefilus, Vitamin C And D, Probiotics;189;0.2;9.8;0.5;0;0.3;9.3;40.0
Juice Jelly;362;0.2;17.6;3.2;0;0.1;2.3;0.5
Juniper Berry;1038;4.9;25.0;4.2;0;1.7;2.2;
Kale;160;0.8;1.8;2.7;0;0.7;10.4;65.8
Kale, Fried;656;13.9;2.7;2.3;0;0.8;663.0;33.9
Kale And Feta Cheese Salad;509;9.7;2.6;4.3;0;0.4;846.2;22.8
Kale Chips;694;15.1;1.8;2.8;0;0.8;767.3;47.1
Kampanisu, Finnish Pastry;1593;18.1;46.8;6.5;0;0.5;815.2;0.2
Karelian Pasty, Potato Filling, Rye Crust;608;3.8;21.9;4.0;0;1.0;431.9;4.0
Karelian Pasty, Rice Filling;621;3.2;24.3;4.2;0;0.6;758.1;0.6
Karelian Pasty, Rice Filling, Pirkka;935;6.6;34.4;5.1;0;0.9;1009.7;0
Karelian Pasty, Rice Filling, Wheat Crust;988;8.0;34.0;6.2;0;0.5;764.4;0.4
Karelian Stew, Pork, Beef, Liver, Kidney, Heart;480;5.8;0.2;15.4;0;2.4;661.4;1.4
Karelian Stew, Pork And Beef, Root Vegetables;437;5.3;0.6;13.3;0;1.3;629.4;0.7
Kebab And Potato Casserole, Industrial;577;7.6;11.8;4.6;0;0.8;1030.8;4.6
Kebab Iskender;749;8.0;16.7;9.1;0;0.9;678.1;2.5
Kebab Meat, 75% Meat;966;16.5;1.6;18.7;0;1.8;1229.2;0
Kebab With Fries;1124;16.7;21.7;7.3;0;0.9;1216.3;2.5
Kebab With Rice;627;8.4;12.1;6.1;0;0.7;692.2;1.3
Kidney, Fried With Wheat Flour;761;9.7;5.5;18.1;0;9.4;2460.0;12.4
Kidney Gravy, Cooking Cream, Thickened;330;4.5;2.7;6.5;0;3.3;1159.5;5.1
Kinder Chocolate Egg;2333;35.6;50.0;9.3;0;1.1;337.9;0.8
Kiwi Fruit, Without Skin;218;0.8;7.1;0.8;0;1.0;12.7;67.0
Kiwi Fruit, With Skin;201;0.8;6.5;0.7;0;0.9;11.7;61.6
Kohlrabi;135;0.1;4.7;1.9;0;0.1;51.0;52.1
Kohlrabi Stew;351;3.4;9.3;3.2;0;0.2;566.4;19.9
Kruska Porridge, Crushed Grains And Raisins;325;0.5;14.8;1.6;0;1.0;294.4;0.1
Lamb, Filled With Leek And Parsley;765;12.6;1.4;16.1;0;1.7;1072.4;2.2
Lamb And Cabbage Stew;505;8.5;3.3;7.3;0;0.9;855.4;9.9
Lamb Curry;1064;22.6;1.7;11.1;0;1.5;487.4;2.9
Lamb Mince, Fried;1459;29.2;0.1;22.1;0;2.3;1478.7;0.1
Lamb Mince Patty, Fried;983;17.3;5.5;14.6;0;1.6;1247.1;0.4
Lamb Steak, Fried;1065;18.4;0.1;22.7;0;2.9;1192.5;0.1
Lamb Stew, Meat Bouillon, Carrots, Oil;570;10.4;2.7;7.9;0;1.0;1040.5;1.3
Lasagne, Beef Mince;728;8.5;14.3;9.4;0;1.0;577.5;2.5
Lasagne, Beef Steak Mince;628;6.5;13.3;9.0;0;1.1;528.3;2.3
Lasagne, Beef Steak Mince;637;6.6;14.3;8.3;0;1.0;528.8;2.3
Lasagne, Beef Steak Mince, Whole Wheat Pasta;638;6.7;13.2;9.0;0;1.2;528.3;2.3
Lasagne, Chicken Mince;654;6.2;14.6;9.6;0;0.8;593.0;2.6
Lasagne, Chicken Mince, Meal Mixture;478;2.8;11.9;9.6;0;0.7;676.0;2.6
Lasagne, Lean Steak Mince (7%), Meal Mixture;509;3.8;11.7;9.3;0;1.2;660.5;2.6
Lasagne, Mushroom Feta Cheese Lasagne;577;5.8;13.4;6.4;0;0.9;1023.4;6.3
Lasagne, Pork Beef Mince;699;8.7;13.2;8.4;0;0.8;529.5;2.3
Lasagne, Pork-Beef Mince, Meal Mixture;690;9.0;11.7;8.8;0;0.8;653.0;2.6
Lasagne, Pork Mince, Meal Mixture;618;6.8;11.7;9.2;0;0.8;669.6;2.6
Lasagne, Reindeer;599;7.0;10.1;9.2;0;1.5;715.3;3.2
Lasagne, Salmon;549;6.9;9.8;6.8;0;0.4;755.3;5.8
Lasagne, Soya Vegetable Lasagne;534;5.2;13.1;6.0;0;1.0;523.5;7.5
Lasagne, Vegetable Lasagne;479;4.9;12.2;4.5;0;0.7;475.6;11.7
Lasagne, Vegetable Lasagne, Saarioinen;520;6.3;12.5;3.7;0;0.5;1029.0;4.4
Lasagne Bolognese, Kokkikartano Snellman;542;5.7;10.9;7.5;0;0.8;879.7;3.3
Lasagne Bolognese, Saarioinen;644;9.1;10.9;6.1;0;0.7;914.4;4.0
Lean Steak Mince Patty, Oven-Baked;707;7.9;5.9;18.2;0;2.7;856.4;0.5
Leek;96;0.2;2.4;1.8;0;0.6;16.6;25.0
Leek, Boiled Without Salt;114;0.2;2.9;2.1;0;0.7;19.7;19.4
Leek, Fried;436;9.1;2.7;2.0;0;0.7;75.2;16.7
Leek Cooked In Vegetable Bouillon And Syrup;310;5.0;4.5;1.8;0;0.7;320.8;15.9
Lemon, Without Skin;138;0.2;2.2;0.6;0;0.4;7.6;51.0
Lemon, With Skin;90;0.1;1.4;0.4;0;0.3;5.0;33.1
Lemon Juice, Unsweetened, Diluted;59;0;1.6;0.2;0;0.1;2.5;22.0
Lemon Juice, Unsweetened, Undiluted;91;0;1.6;0.3;0;0.1;2.5;36.0
Lemon Mousse, Cream, Egg, Lemon, Sugar, Gelatin;1085;21.7;10.9;5.2;0;0.4;103.3;4.5
Lemon Tea Drink Powder, Sweetened Instant Tea;1624;0;95.0;0.5;0;6.4;186.0;0
Lentil Patty, Lentil Ball, Contains Egg;311;2.3;8.4;4.2;0;1.8;290.0;2.2
Lentils, Green/Brown, Dried;1304;1.1;45.7;24.4;0;11.1;30.6;0
Lentils, Red, Cooked;424;0.4;15.6;7.6;0;2.4;30.6;0
Lentils, Red, Dried;1270;1.3;45.8;23.8;0;7.6;91.7;0
Lentil Soup;296;1.8;8.5;4.0;0;1.8;898.9;1.7
Lettuce;53;0.2;1.0;1.1;0;0.7;58.6;4.5
Lindström'S Steak, Beetroot And Pork Beef Mince;780;13.4;7.0;9.1;0;1.0;650.2;1.8
Lingonberry, Cowberry;234;0.7;8.9;0.5;0;0.4;5.1;10.7
Lingonberry, Dried, Lingonberry Powder;1186;5.5;26.2;6.9;0;5.9;5.9;12.6
Lingonberry, Mashed, Sugar;600;0.5;31.6;0.4;0;0.3;3.9;5.2
Lingonberry, Mashed, Without Sugar;234;0.7;8.9;0.5;0;0.4;5.1;7.0
Lingonberry Jam;575;0.3;33.5;0.2;0;0.2;2.9;4.3
Lingonberry Juice, Unsweetened;213;0.7;8.9;0.5;0;0.4;5.1;10.7
Lingonberry Kissel, Lingonberry Soup;231;0.2;12.5;0.1;0;0.1;3.6;1.6
Lingonberry Pie With Rye Crust, Rönttönen;577;0.6;26.8;3.7;0;1.0;610.3;3.9
Liqueur, 20-30% Volume;1080;0;32.8;0;18.0;0;0;0
Liquorice, Licorice;1376;0.4;75.9;3.5;0;1.5;420.4;0
Liver, Beef;571;3.8;5.0;20.3;0;7.2;152.9;31.0
Liver, Boiled, Salt;783;5.8;5.7;27.7;0;20.9;986.7;31.9
Liver, Boiled, Without Salt;789;5.9;5.7;27.9;0;21.0;303.6;32.1
Liver, Chicken;481;4.0;0.7;18.9;0;8.3;175.8;20.0
Liver, Pork;561;3.7;2.5;22.5;0;31.4;382.2;23.0
Liver Casserole, Pirkka/Saarioinen;732;8.9;18.5;4.8;0;4.0;828.2;4.1
Liver Gravy, Cooking Cream;525;7.2;4.6;10.1;0;7.2;1316.9;11.8
Liver Pate;910;13.6;10.7;12.1;0;6.1;1081.1;9.2
Liver Steak, Breaded, Fried;789;7.9;7.8;21.3;0;15.6;1551.8;23.8
Liver Stew With Bacon;627;8.9;4.5;12.7;0;3.8;1822.8;13.6
Liver Stew With Potato;385;4.4;4.9;7.9;0;5.8;813.9;10.3
Liver Stroganoff;593;8.4;5.1;11.1;0;7.4;608.4;13.2
Low-Fat Pork Beef Mince Soup;212;1.9;3.8;4.1;0;0.6;464.2;3.5
Macaroni, Boiled, Oil;437;0.8;19.6;3.8;0;1.0;4.0;0
Macaroni, Boiled, Oil, Salt;437;0.8;19.6;3.8;0;1.0;497.1;0
Macaroni, Boiled, Salt;418;0.3;19.6;3.8;0;1.0;497.1;0
Macaroni, Boiled Without Salt;425;0.3;19.9;3.9;0;1.0;4.1;0
Macaroni, Dark, Boiled, Salt;438;0.7;19.4;4.0;0;1.2;497.1;0
Macaroni, Dark, Boiled Without Salt;446;0.8;19.7;4.0;0;1.2;4.1;0
Macaroni, Dark, Whole Wheat And Dark Wheat Flour;1266;2.2;54.3;11.3;0;3.4;2.5;0
Macaroni, Fried;675;6.8;20.4;4.0;0;1.0;1445.4;0.1
Macaroni;1501;1.8;73.6;9.3;0;2.1;10.6;0
Macaroni, Boiled Without Salt;511;0.6;25.1;3.2;0;0.7;5.6;0
Macaroni, Pasta;1417;1.1;66.4;13.0;0;3.3;7.6;0
Macaroni, Pasta, Contains Egg;1250;3.6;49.2;12.3;0;3.0;60.6;0
Macaroni, Pasta, Contains Egg, Boiled, Without Salt;375;1.1;14.8;3.7;0;0.9;20.0;0
Macaroni, Whole Wheat;1486;2.5;65.7;13.5;0;4.1;7.6;0
Macaroni, Whole Wheat, Boiled, Salt;374;0.6;16.0;3.4;0;1.0;495.6;0
Macaroni And Vegetable Soup;216;0.4;9.2;2.1;0;0.6;747.4;5.5
Macaroni Casserole, Low-Fat Milk, Without Meat;431;2.6;14.0;5.4;0;0.8;903.9;0.5
Macaroni Gruel, Milk, Salt;263;1.6;8.0;3.7;0;0.2;632.0;1.2
Macaroni Porridge, Milk, Salt;352;1.6;12.5;4.5;0;0.4;583.8;1.1
Macaroni Stew With Beef Mince;558;5.7;12.7;7.3;0;1.1;835.1;0.8
Macaroni Stew With Chicken Mince;410;2.3;11.6;7.0;0;0.8;932.5;0.8
Macaroni Stew With Pork Beef Mince;591;6.9;12.6;6.8;0;0.9;819.6;0.8
Macaroni Stew With Tuna;408;1.6;11.9;8.3;0;0.9;885.7;0.8
Macaron Pastry;1071;8.6;37.6;5.6;0;0.9;51.7;1.6
Maize, Kernel, Dried, Unpopped;1483;6.8;55.4;12.7;0;1.5;2.5;0
Maize Custard;391;2.5;13.1;4.3;0;0.3;130.7;1.0
Maize Gruel, Milk, Salt;286;1.6;10.1;3.1;0;0.1;624.4;1.1
Maize Porridge, Polenta;158;0.2;7.6;0.9;0;0.1;489.1;0
Maize Porridge, Polenta, Milk, Salt;360;1.7;12.9;4.0;0;0.2;613.7;1.1
Malt For Beer;1338;1.6;56.8;11.7;0;6.9;16.6;0
Maltodextrin;1612;0;94.8;0;0;0;127.4;0
Mämmi, Sweetened Malt Porridge, Finnish Easter Pudding;503;0.5;23.5;3.0;0;1.5;208.4;0
Mango, Dried;1401;0.8;76.4;1.5;0;0.4;15.3;16.1
Mango, Without Skin;280;0.4;14.1;0.8;0;0.2;2.5;36.4
Mango Chutney, Sweet And Sour Sauce;687;0.2;36.0;0.8;0;0.5;1746.9;8.1
Margarine 60%, Flora, Normally Salted;2223;59.9;0.2;0.1;0;0.1;917.3;0.1
Margarine For Baking 80%, Pirkka/Rainbow;2972;80.0;0.4;0.8;0;0.1;1070.2;0
Marshmallow;1572;0.5;86.6;4.8;0;0.1;0.8;0
Marzipan, Almond Paste;2033;26.9;47.6;12.6;0;2.5;127.4;0
Mashed Carrot;166;0.3;6.7;1.1;0;0.4;575.1;3.6
Mashed Potatoes, Fat-Free Milk;347;2.1;13.0;2.1;0;0.5;447.9;5.3
Mashed Potatoes, Low-Fat Milk;356;2.4;13.0;2.1;0;0.5;446.4;5.3
Mashed Potatoes, Low-Fat Milk, Lactose-Free;351;2.4;12.6;2.1;0;0.5;446.4;5.3
Mashed Potatoes And Carrots, Low-Fat Milk;311;2.4;10.5;1.7;0;0.5;462.4;4.7
Mashed Potatoes And Spinach;331;2.0;12.2;2.0;0;0.7;491.5;9.3
Mashed Potato Powder;1589;4.3;73.5;5.7;0;2.8;2063.9;25.0
Mashed Potato Powder, Eldorado;1450;2.3;67.7;7.5;0;2.6;1997.5;22.9
Mashed Potato Powder, Pirkka/Felix;1504;4.2;66.3;8.2;0;2.6;2746.1;23.0
Mashed Potato Powder, Rainbow;1466;3.4;66.0;8.0;0;2.6;3208.9;22.4
Mashed Sweet Potatoes, Low-Fat Milk;420;2.6;15.8;2.0;0;0.6;621.3;1.6
Mashed Sweet Potatoes, Water, Cooking Fat;337;2.0;13.1;1.2;0;0.5;533.7;1.2
May Day Fritter, Fat-Free Milk;1433;22.0;30.5;5.4;0;0.5;56.3;0.4
May Day Fritter, Low-Fat Milk;1449;22.4;30.4;5.4;0;0.5;53.9;0.3
Mayonnaise, 15% Fat, Low-Fat;694;15.5;5.4;1.5;0;0.2;1121.9;0.5
Mayonnaise, 27-33% Fat;1241;30.0;6.2;1.5;0;0;689.5;0
Mayonnaise, 60% Fat;2283;60.0;2.1;1.5;0;0.1;1521.2;0
Mayonnaise, 80% Fat;3026;81.0;1.0;1.1;0;0.4;798.6;0
Mayonnaise, Egg-Free;2519;67.0;1.0;0.9;0;0.3;718.5;2.9
Mayonnaise, Fat-Free;233;0.1;12.4;0.9;0;0.1;2298.7;0
Mayonnaise, Home-Made;3122;83.4;0.3;1.6;0;0.7;802.1;0
Mead, Finnish Sima;212;0;12.5;0;0;0.1;0;0
Whey Protein Powder, 85% Protein;1502;1.0;1.2;85.0;0;0;119.9;0
Meat And Potato Casserole, Saarioinen;351;2.4;10.9;4.1;0;0.6;784.2;3.9
Meat And Rice Pasty;1483;23.2;27.9;8.3;0;0.8;695.7;0.5
Meatball, Atria, Industrial;803;10.1;9.3;15.8;0;1.7;1186.7;0.1
Meatball, Beef Mince, Fried;1110;18.9;6.2;17.7;0;1.8;957.3;0.5
Meatball, Beef Mince, Oven-Baked;1002;15.4;6.5;18.6;0;1.9;976.5;0.6
Meatball, Pork-Beef Mince, Oven-Baked;1134;19.6;6.5;17.4;0;1.3;959.8;0.6
Meatballs With Mashed Potato, Atria;546;7.4;10.3;5.0;0;0.7;922.3;2.0
Meat Bouillon;79;0.6;3.0;0.3;0;0.1;899.4;0
Meat Bouillon Powder/Cube;1249;21.0;16.5;11.0;0;2.9;48412.0;0
Meat Hot Pot, Saarioinen;483;6.7;8.6;5.0;0;0.7;1123.9;0.5
Meatloaf, Beef Steak, Cream;802;10.5;6.3;17.4;0;2.5;1183.8;0.7
Meatloaf, Beef Steak, Water;684;7.9;5.7;17.1;0;2.5;820.6;0.6
Meatloaf, Pork-Beef, Prune Filling;1089;16.6;11.9;14.8;0;1.3;793.0;0.1
Meatloaf With Mushrooms, Pork-Beef, Cream;866;14.0;7.9;11.8;0;1.3;746.3;2.2
Meatloaf With Vegetables, Pork-Beef, Cream;1037;18.2;6.4;14.2;0;1.2;763.2;8.2
Meat Mince Patty, Oven-Baked;1002;15.4;6.5;18.6;0;1.9;976.5;0.6
Meat Pasty, Meat In Rye Crust;1134;11.9;25.9;12.6;0;1.9;986.9;0
Meat Soup, Beef Chuck;190;0.9;3.3;5.6;0;0.7;490.8;2.6
Meat Soup, Beef Steak;187;0.7;3.3;5.7;0;0.9;480.8;2.6
Meat Soup, Elk, Potato, Carrot;191;0.8;3.5;5.7;0;1.1;509.6;1.6
Meat Soup, Pork;270;3.3;3.3;5.0;0;0.4;494.8;2.6
Meat Soup, Ramen, Pork, Egg, Noodles;355;5.2;5.3;4.1;0;0.7;660.2;1.3
Meringue;1155;0.1;62.3;5.6;0;0.1;185.0;0
Mifu, Lactose-Free Milk Protein Product;393;3.1;2.4;13.9;0;0.1;1205.5;0.9
Milk, 0 % Fat, Boiled;148;0.1;5.1;3.2;0;0.1;116.8;1.3
Milk, 0% Fat, I Ug Added Vitamin D;142;0.1;4.9;3.1;0;0.1;112.1;1.2
Milk, 1.5% Fat, Low-Lactose, 1 Ug Added Vitamin D;191;1.5;4.8;3.0;0;0.1;104.5;1.1
Milk, 1.5% Fat, Without Added Vitamin D, Organic;191;1.5;4.8;3.0;0;0.1;104.5;1.1
Milk, 1% Fat, 1 Ug Added Vitamin D;179;1.0;4.8;3.4;0;0.1;104.5;1.0
Milk, 3.5% Fat, 1 Ug Added Vitamin D;265;3.5;4.8;3.0;0;0.1;112.1;1.0
Milk, Goat Milk;275;3.9;4.5;3.2;0;0.1;140.1;1.3
Milk, Whole Milk, 3.5% Fat, Boiled;276;3.6;5.0;3.1;0;0.1;116.8;1.0
Milk Custard, Low-Fat, Egg;380;2.2;13.6;3.8;0;0.2;116.9;0.9
Milk Custard, Low-Fat, Without Sugar;311;2.1;9.7;3.9;0;0.2;125.3;1.1
Milk Powder, Fat-Free Milk;1488;1.0;52.9;32.4;0;0.5;1426.9;6.0
Milkshake, Power Cow, Chocolate Flavour;368;2.1;13.6;3.5;0;0.1;108.7;1.2
Milkshake, Power Cow, Vanilla/Fruit;330;1.5;12.2;3.8;0;0.1;124.5;1.3
Milkshake, Vanilla, Mcdonald'S;334;2.2;11.8;2.9;0;0.1;128.5;1.1
Mille-Feuille, Napoleon Pastry;1624;26.5;33.3;3.6;0.2;0.3;388.3;0.7
Millet, Boiled Without Salt;598;1.2;27.5;4.5;0;1.9;4.6;0
Millet, Boiled With Salt;598;1.2;27.5;4.5;0;1.9;497.6;0
Millet Gruel, Milk;271;1.8;8.1;3.8;0;0.3;663.5;1.2
Millet Patty, Fried;964;16.1;14.2;6.0;0;1.4;702.8;2.3
Millet Porridge, Milk, Salt;361;1.8;12.7;4.2;0;0.6;583.8;1.1
Millet Porridge, Water, Salt;184;0.4;8.5;1.4;0;0.6;509.2;0
Minced Liver Gravy;422;4.9;4.2;9.8;0;7.2;1308.9;11.7
Minced Liver Steak, Liver, Potato, Onion;618;6.7;10.3;11.0;0;7.9;971.9;15.0
Minced Meat Gravy And Mashed Potatoes, Hk;384;4.2;8.3;3.5;0;0.4;892.2;3.5
Minced Meat Hamburger Patty, Atria;801;10.9;9.3;13.8;0;1.1;1189.9;0
